shots-a,shots conceded-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,0 boost time-a,100 boost time-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,time slow speed-a,percentage slow speed-a,time boost speed-a,percentage boost speed-a,time supersonic speed-a,percentage supersonic speed-a,time on ground-a,percentage on ground-a,time low in air-a,percentage low in air-a,time high in air-a,percentage high in air-a,time powerslide-a,avg powerslide time-a,count powerslide-a,time most back-a,time most forward-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,time behind ball-a,percentage behind ball-a,time in front of ball-a,percentage in front of ball-a,time defensive half-a,percentage defensive half-a,time offensive half-a,percentage offensive half-a,time defensive third-a,percentage defensive third-a,time neutral third-a,percentage neutral third-a,time offensive third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,0 boost time-b,100 boost time-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,time slow speed-b,percentage slow speed-b,time boost speed-b,percentage boost speed-b,time supersonic speed-b,percentage supersonic speed-b,time on ground-b,percentage on ground-b,time low in air-b,percentage low in air-b,time high in air-b,percentage high in air-b,time powerslide-b,avg powerslide time-b,count powerslide-b,time most back-b,time most forward-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,time behind ball-b,percentage behind ball-b,time in front of ball-b,percentage in front of ball-b,time defensive half-b,percentage defensive half-b,time offensive half-b,percentage offensive half-b,time defensive third-b,percentage defensive third-b,time neutral third-b,percentage neutral third-b,time offensive third-b,percentage offensive third-b,result,gd
4.0,12.0,388.0,49.155,2195.5,1655.0,540.5,19.5,48.5,316.5,170.0,146.5,2.0,13.0,41.010000000000005,26.395,270.0,242.5,7.5,1483.0,479187.5,163.66000000000005,48.225,128.48,37.89,46.995000000000005,13.88,203.99,60.120000000000005,125.7,37.095,9.45,2.785,8.46,0.135,60.0,164.95,163.2,2570.5,2403.5,2725.5,254.595,75.09,84.53999999999999,24.91,250.245,73.79,88.89,26.21,201.995,59.56,90.12,26.575,47.025000000000006,13.86,0.0,0.5,409.0,49.465,2292.0,1618.0,674.0,19.0,54.5,592.0,288.5,303.5,3.5,26.0,47.215,30.655,259.0,290.0,67.0,1477.5,479598.0,163.3,47.945,145.79500000000002,42.805,31.505000000000003,9.25,215.945,63.405,111.985,32.879999999999995,12.66,3.72,7.274999999999999,0.1149999999999999,64.0,167.10000000000002,163.45,2132.5,1797.0,2482.0,261.725,76.845,78.865,23.155,173.46499999999995,50.93,167.125,49.07,115.895,34.025,121.34,35.625,103.36,30.35,0,-1.0
6.0,8.0,419.5,54.115,2480.0,1887.5,592.5,23.5,49.5,381.5,208.0,173.5,3.5,11.5,42.13,31.700000000000003,286.0,326.0,71.0,1512.5,502069.5,170.565,47.595,144.135,40.22,43.665,12.185,212.875,59.405,137.5,38.365,7.99,2.23,6.355,0.13,48.5,171.3,168.7,2661.5,2559.5,2746.5,248.89,69.44999999999999,109.48,30.55,257.365,71.815,101.005,28.185,199.415,55.645,106.065,29.595,52.885000000000005,14.76,0.5,1.0,390.5,53.315,2371.0,1837.5,533.5,23.5,46.5,459.0,223.0,236.0,3.0,20.5,27.955,41.475,294.0,478.5,76.0,1495.5,493511.0,176.515,49.005,148.19,41.165000000000006,35.355000000000004,9.83,225.755,62.685,124.685,34.645,9.614999999999998,2.67,7.609999999999999,0.105,70.5,172.2,173.25,2644.0,2687.0,2566.5,278.99,77.495,81.065,22.505,208.98,58.045,151.075,41.955,151.66,42.125,118.005,32.77,90.39,25.105,0,-2.0
6.0,11.0,373.5,49.6,2129.5,1584.0,545.5,19.0,48.5,238.0,70.5,167.5,1.0,14.0,63.365,25.135,230.5,244.0,29.5,1458.0,472257.5,179.495,51.61,132.66500000000002,38.235,35.195,10.16,199.255,57.325,137.26,39.55,10.835,3.125,5.775,0.125,47.0,169.5,165.10000000000002,2588.0,2448.0,2705.0,253.315,72.925,94.04,27.075000000000003,245.295,70.61500000000001,102.055,29.385,190.58,54.84,97.23,28.025,59.54,17.134999999999998,0.5,1.0,381.5,48.975,2297.0,1771.0,526.0,22.5,45.0,502.5,314.0,188.5,4.5,16.5,44.72,46.065,370.0,437.5,92.0,1523.0,495700.5,167.595,48.03,138.865,39.795,42.515,12.175,199.2,57.08,133.445,38.24,16.325,4.68,8.08,0.125,65.0,167.2,165.2,2569.5,2483.0,2635.5,262.835,75.32499999999999,86.13499999999999,24.675,203.185,58.225,145.78,41.775,150.66500000000002,43.17,103.09,29.545,95.21,27.285,0,-1.0
9.0,10.0,393.5,51.065,2639.5,1986.0,653.5,25.0,58.5,517.0,247.5,269.5,3.0,23.0,51.71,37.675,382.5,487.0,53.5,1505.5,589382.5,186.275,46.55,158.70999999999998,39.645,55.095,13.805,234.89,58.685,151.595,37.91,13.595,3.405,8.28,0.125,67.5,199.5,196.65,2473.5,2331.0,2579.0,300.07,75.03999999999999,100.0,24.96,228.46,57.120000000000005,171.61,42.88,172.625,43.145,118.24,29.565,109.215,27.29,0.5,1.0,430.5,48.685,2846.5,2152.5,694.0,25.0,54.0,639.5,327.0,312.5,4.0,19.5,45.08,66.785,508.5,362.5,78.0,1538.0,591241.5,177.925,44.455,167.085,41.745000000000005,55.235,13.805,245.58,61.36,137.525,34.36,17.134999999999998,4.28,9.785,0.12,84.5,207.95,196.7,2161.5,2011.0,2312.0,294.42,73.56,105.825,26.44,260.57,65.1,139.67000000000002,34.9,204.445,51.08,111.495,27.86,84.305,21.065,1,1.0
7.0,8.0,330.5,53.42,2037.0,1595.0,442.0,20.0,39.5,284.5,163.5,121.0,2.5,10.5,50.31,41.65,163.0,349.5,68.0,1438.5,487348.5,191.375,52.285,141.15,38.56,33.515,9.155,219.66,60.010000000000005,136.015,37.155,10.37,2.835,6.775,0.13,53.0,170.55,170.7,2650.5,2625.0,2687.5,264.25,72.195,101.79,27.805,249.815,68.25,116.22,31.75,190.48,52.04,112.895,30.845,62.665,17.115,0.5,0.0,414.5,51.27,2473.0,1931.0,542.0,24.0,46.0,613.0,446.0,167.0,5.0,14.5,50.845,50.835,380.0,488.5,58.5,1571.5,530461.0,157.57999999999998,43.22,150.81,41.375,56.120000000000005,15.405,195.575,53.645,143.37,39.34,25.565,7.015,9.345,0.125,77.0,170.65,171.9,2418.5,2142.0,2714.0,258.93,71.055,105.575,28.945,211.895,58.145,152.615,41.855,153.235,42.05,117.095,32.11,94.175,25.83,1,2.0
4.0,6.0,434.0,53.52,1942.0,1569.0,373.0,19.5,34.5,377.0,204.0,173.0,3.5,16.0,32.825,35.735,244.5,349.0,113.0,1543.5,397714.0,120.82,44.365,116.16,42.545,35.84,13.09,161.78500000000005,59.35,100.505,36.8,10.53,3.845,5.255,0.1149999999999999,46.0,133.1,130.55,2710.0,2162.0,3041.0,181.5,66.57,91.315,33.43,161.485,59.22,111.335,40.78,106.675,39.125,104.295,38.23,61.845,22.645,1.0,1.5,432.5,51.53,1952.5,1502.5,450.0,18.0,38.0,421.5,287.0,134.5,3.5,12.5,27.425,38.745000000000005,371.5,272.0,20.0,1574.0,407693.0,114.99,41.870000000000005,114.97,41.85,44.69,16.28,148.09,53.900000000000006,113.985,41.53,12.58,4.575,5.01,0.11,49.0,133.35000000000002,130.25,2619.0,2467.5,2854.0,209.14,76.105,65.51,23.895,181.31,65.995,93.345,34.004999999999995,136.91,49.82,83.005,30.25,54.735,19.93,0,-4.0
6.0,7.0,409.0,54.565,2307.0,1757.5,549.5,23.5,51.0,622.0,407.0,215.0,5.5,20.0,28.225,44.515,278.5,478.5,84.5,1480.0,466518.5,168.51999999999998,50.96,125.14,37.8,37.365,11.24,197.47,59.695,122.67,37.025,10.885,3.28,7.175000000000001,0.125,56.5,161.55,160.85,2492.0,2250.0,2787.5,256.03,77.35,74.995,22.65,185.595,56.075,145.435,43.925,129.04500000000002,38.99,116.11,35.075,85.87,25.93,1.0,0.5,365.5,44.255,2012.5,1214.0,798.5,14.5,70.0,386.0,193.5,192.5,2.0,17.0,31.67,23.42,166.5,191.0,6.0,1481.5,466027.5,157.185,47.565,138.885,42.03,34.375,10.4,197.505,59.77,124.73,37.745000000000005,8.21,2.485,11.565,0.1,116.5,162.7,160.0,2672.5,2472.0,2839.0,234.64,71.005,95.81,28.995,235.91,71.395,94.535,28.605,178.985,54.165,102.56,31.04,48.895,14.795,1,1.0
13.0,5.0,425.0,47.8,2414.5,1933.5,481.0,22.5,42.5,387.5,217.5,170.0,2.5,15.0,42.24,33.155,266.0,322.5,38.0,1543.0,497215.5,168.6,46.345,147.79500000000002,40.625,47.395,13.03,214.08,58.845,132.76999999999998,36.5,16.945,4.655,4.665,0.12,38.5,161.35000000000002,160.85000000000002,2609.0,2591.5,2642.0,282.835,77.75,80.95,22.25,219.285,60.275,144.51,39.725,159.91,43.955,119.88,32.95,84.005,23.095,0.0,0.0,355.0,46.705,2233.5,1752.5,481.0,20.5,43.5,237.5,103.5,134.0,1.5,12.5,43.03,42.905,235.5,317.0,53.5,1489.5,477652.5,184.505,50.705,140.43,38.595,38.92,10.7,219.595,60.35,127.615,35.075,16.65,4.574999999999999,7.28,0.12,64.5,165.65,161.05,2714.5,2317.5,2903.5,256.505,70.495,107.355,29.505,262.315,72.095,101.545,27.905,203.4,55.9,110.495,30.37,49.965,13.73,1,5.0
4.0,8.0,413.5,49.255,2417.0,1844.0,573.0,21.0,51.0,495.0,324.0,171.0,4.0,15.5,39.675,24.925,265.5,166.5,74.5,1490.5,494380.5,167.565,47.24,143.52499999999998,40.435,43.82,12.33,204.64,57.68,139.265,39.22,11.005,3.095,6.404999999999999,0.125,50.0,169.25,167.8,2595.5,2309.0,2859.5,261.33500000000004,73.62,93.575,26.380000000000003,226.835,63.91,128.075,36.09,166.995,47.055,120.195,33.855,67.72,19.09,0.5,0.5,401.0,50.44,2333.0,1725.5,607.5,21.0,56.5,566.5,354.0,212.5,5.0,20.0,29.445,53.53,82.0,403.0,152.0,1495.5,495142.0,167.235,47.215,143.44,40.48,43.565,12.305,191.685,54.11,144.27999999999997,40.735,18.275,5.154999999999999,9.14,0.105,87.0,169.15,168.35,2660.0,2560.5,2708.0,269.475,76.08,84.765,23.92,233.295,65.85499999999999,120.945,34.145,168.24,47.485,116.915,33.010000000000005,69.07499999999999,19.5,0,-1.0
9.0,14.0,381.5,49.92,2540.5,1991.0,549.5,23.5,49.5,582.5,400.0,182.5,4.5,16.5,62.17,38.785,340.5,281.0,31.5,1463.5,552864.0,194.135,48.48,158.65,39.655,47.32,11.864999999999998,235.36,58.765,150.20499999999998,37.585,14.55,3.65,6.605,0.1149999999999999,56.5,193.8,191.55,2548.5,2492.5,2586.0,294.39,73.58,105.725,26.42,282.765,70.68,117.345,29.32,220.97,55.24,112.415,28.08,66.725,16.68,0.5,1.0,463.0,52.755,3050.0,2333.0,717.0,28.5,60.0,979.0,634.5,344.5,7.5,26.0,65.69,51.095,406.0,500.0,77.0,1567.0,593741.0,169.94,42.275,162.815,40.505,69.14,17.215,229.11,56.975,153.95499999999998,38.345,18.83,4.68,8.36,0.12,68.5,194.25,193.8,2523.5,2274.5,2755.5,281.04,69.91,120.86,30.09,209.755,52.19,192.145,47.81,153.975,38.325,114.24,28.405,133.675,33.27,0,-1.0
2.0,1.0,425.5,52.625,2428.0,2015.5,412.5,26.0,37.0,487.0,320.0,167.0,4.0,14.5,40.925,36.465,354.0,466.5,53.0,1500.5,492062.5,158.91,46.28,143.26,41.725,41.295,12.0,193.93,56.49,131.89999999999998,38.39,17.625,5.12,5.705,0.1149999999999999,48.0,167.1,165.3,2643.0,2434.0,2846.5,231.94,67.51,111.52,32.49,198.755,57.865,144.70499999999998,42.135,138.5,40.315,118.05,34.375,86.91499999999999,25.305,0.5,0.5,346.0,46.325,1930.5,1290.5,640.0,15.5,56.5,501.0,332.0,169.0,3.5,15.0,55.185,33.56,162.5,264.5,17.0,1428.5,467794.5,181.88,52.94,124.32,36.2,37.315,10.86,202.295,58.895,123.435,35.925,17.785,5.18,4.62,0.215,27.0,167.05,165.3,2534.0,2428.5,2648.5,267.65,77.92500000000001,75.86,22.075,235.515,68.56,108.005,31.44,176.04500000000002,51.24,111.395,32.45,56.07,16.31,0,-1.0
9.0,9.0,354.5,51.245,2251.5,1753.0,498.5,21.5,43.0,447.0,278.5,168.5,4.0,14.5,45.42,39.0,240.5,305.0,105.0,1532.5,517950.0,168.775,46.24,151.16,41.445,44.8,12.31,216.665,59.37,134.065,36.775,14.0,3.85,7.140000000000001,0.13,57.0,172.05,170.3,2535.0,2341.5,2696.5,275.895,75.65,88.83,24.35,257.17,70.495,107.56,29.505000000000003,200.65,54.99,100.32,27.505,63.760000000000005,17.5,1.0,0.5,458.5,51.24,2691.0,2230.5,460.5,26.5,44.0,666.0,496.5,169.5,6.5,15.5,59.3,39.04,327.0,416.0,124.0,1549.5,522314.5,163.335,44.985,150.37,41.365,49.620000000000005,13.65,199.155,54.86,137.02499999999998,37.68,27.155,7.460000000000001,5.09,0.11,46.5,173.4,170.55,2255.5,2151.0,2380.0,249.565,68.72,113.76,31.28,205.26,56.52,158.07,43.48,147.175,40.525,112.72,31.04,103.43,28.445,1,2.0
5.0,8.0,440.0,43.85,1324.5,965.5,359.0,11.0,29.0,188.0,100.0,88.0,1.0,8.0,24.48,11.0,263.0,139.0,0.0,1529.0,273346.5,92.76,46.335,79.05,39.385,28.905,14.28,125.275,62.45,68.535,34.08,6.9,3.465,3.45,0.14,25.0,94.1,91.45,2832.5,2575.5,3013.0,137.485,68.5,63.22,31.5,138.09,68.78999999999999,62.620000000000005,31.21,106.585,53.085,57.67,28.75,36.455,18.16,0.5,1.0,458.5,52.005,1607.5,1282.5,325.0,15.5,31.0,345.5,245.5,100.0,3.0,10.0,32.945,24.24,203.5,290.0,58.0,1605.5,289323.5,86.815,42.91,81.10499999999999,40.095,34.355000000000004,16.994999999999997,115.145,56.9,78.435,38.8,8.69,4.3,3.45,0.125,33.0,92.75,91.3,2635.5,2670.5,2637.0,150.695,74.49000000000001,51.58,25.51,132.32,65.4,69.955,34.599999999999994,100.565,49.725,60.425,29.865,41.29,20.41,0,-3.0
10.0,11.0,399.5,52.225,2500.5,1985.5,515.0,24.5,46.5,572.0,416.0,156.0,5.5,15.0,37.49,25.815,231.5,348.0,79.5,1434.0,479526.5,200.56,54.010000000000005,137.23,36.965,33.585,9.025,218.975,58.995000000000005,138.375,37.235,14.025,3.775,7.005,0.155,46.0,176.85000000000002,177.2,2435.5,2283.5,2586.0,275.55,74.185,95.825,25.815,239.025,64.38,132.35,35.620000000000005,176.56,47.535,116.035,31.265,78.785,21.195,2.5,0.5,310.5,49.505,1687.5,1122.5,565.0,14.5,51.0,321.5,206.0,115.5,2.5,11.5,50.23,28.88,260.0,342.5,52.0,1332.5,443456.0,221.035,60.67,122.705,33.67,20.585,5.66,232.36,63.82,124.68,34.19,7.285,1.995,3.87,0.13,36.0,178.35,175.2,2446.5,2313.5,2563.5,277.855,76.25,86.47,23.75,239.555,65.755,124.765,34.245,180.91,49.655,116.43,31.945,66.97999999999999,18.395000000000003,1,1.0
7.0,6.0,422.5,51.575,2597.0,2100.5,496.5,25.0,45.0,590.5,425.0,165.5,5.0,15.0,51.635,34.405,257.0,229.5,14.5,1462.0,498373.5,192.435,51.395,136.075,36.325,46.125,12.28,212.145,56.69500000000001,142.035,37.885000000000005,20.450000000000003,5.42,5.505,0.125,44.0,180.5,174.7,2717.0,2644.5,2846.5,269.73,71.975,104.905,28.025,239.64,63.955,134.995,36.045,186.945,49.88,108.2,28.925,79.49,21.200000000000003,1.0,1.5,381.0,49.135,2235.5,1796.5,439.0,21.5,41.5,349.0,213.0,136.0,2.5,13.0,46.08,59.155,356.5,383.0,37.0,1494.0,512253.5,184.74,48.975,127.805,33.885000000000005,64.66,17.145,211.365,56.045,150.365,39.855,15.48,4.1,6.93,0.135,57.5,177.45,174.85000000000002,2482.0,2597.5,2371.5,276.69,73.35499999999999,100.52,26.645,245.06,64.965,132.14999999999998,35.035,186.265,49.38,107.365,28.46,83.58,22.16,1,2.0
8.0,4.0,415.5,52.115,2259.5,1838.5,421.0,21.0,38.5,564.5,358.0,206.5,4.0,19.0,40.445,34.34,277.5,271.0,42.5,1538.0,484846.0,144.07,44.065,134.76999999999998,41.185,48.36,14.755,186.93,57.145,132.91500000000002,40.605,7.355,2.25,5.970000000000001,0.13,46.0,160.5,159.05,2475.0,2226.5,2696.0,202.935,61.995000000000005,124.265,38.005,178.68,54.6,148.525,45.4,127.155,38.85,97.3,29.74,102.755,31.405,1.5,0.5,414.5,45.445,2194.0,1647.5,546.5,18.5,41.0,388.5,193.5,195.0,2.0,14.0,54.67,33.900000000000006,491.5,211.5,10.0,1504.0,470392.5,145.79,44.99,137.55,42.42,40.84,12.59,188.245,58.085,120.175,37.06,15.765,4.855,2.985,0.045,33.0,163.45,158.9,2623.5,2524.5,2719.5,243.845,75.235,80.34,24.765,218.245,67.33000000000001,105.94,32.67,176.015,54.31,83.65,25.795,64.525,19.895,0,-2.0
7.0,9.0,427.5,49.515,2321.0,1880.0,441.0,22.0,38.5,522.5,336.0,186.5,4.0,16.5,49.625,32.27,284.5,239.5,48.0,1521.0,460191.5,153.285,46.525000000000006,134.79500000000002,40.915,41.385,12.56,191.2,58.04,128.325,38.95,9.935,3.015,6.155,0.12,50.5,151.05,151.35,2626.5,2317.0,2839.0,229.1,69.54,100.355,30.46,176.925,53.7,152.535,46.3,122.14,37.07,110.09,33.42,97.23,29.51,0.5,0.0,430.0,48.52,2386.5,1919.0,467.5,22.0,43.0,452.0,333.5,118.5,3.5,11.0,53.84,21.185,440.0,277.0,15.5,1486.5,446406.5,154.66,47.24,124.42,38.015,48.31,14.745,186.78,57.06,128.745,39.31,11.87,3.63,7.545,0.13,56.5,152.7,151.1,2377.5,2367.0,2301.0,237.525,72.58,89.865,27.42,227.36,69.465,100.03,30.535000000000004,180.495,55.145,95.78,29.265,51.120000000000005,15.585,0,-3.0
12.0,5.0,406.5,53.095,2357.0,1925.5,431.5,25.0,40.5,483.5,301.5,182.0,3.5,16.0,38.120000000000005,49.82,309.5,511.5,26.0,1521.5,493642.0,158.85,45.835,153.95499999999998,44.355,34.27,9.815,212.89,61.425,118.265,34.02,15.920000000000002,4.5600000000000005,5.055,0.12,42.5,169.8,165.25,2638.5,2493.5,2848.5,267.015,76.995,80.06,23.005000000000003,208.45,60.150000000000006,138.625,39.85,144.78,41.8,122.73,35.345,79.565,22.855,0.5,1.5,418.5,55.01,2382.5,1727.5,655.0,23.5,59.5,292.5,153.5,139.0,2.0,13.0,36.845,43.79,415.5,602.0,47.0,1583.0,518191.0,141.745,40.49,153.345,43.795,55.07,15.72,196.32,56.07,141.28,40.35,12.555,3.58,4.96,0.12,41.0,166.7,165.3,2900.0,2744.0,3012.0,261.07,74.57,89.08500000000001,25.43,264.995,75.7,85.16,24.3,205.205,58.620000000000005,99.835,28.51,45.11,12.875,1,1.0
8.0,6.0,401.0,53.065,2160.0,1657.5,502.5,21.0,43.0,410.5,294.5,116.0,3.5,11.0,41.565,30.145000000000003,272.5,412.0,58.5,1522.5,480539.5,162.36,47.895,122.04,36.005,54.59,16.105,184.715,54.49,138.115,40.74,16.17,4.77,4.84,0.13,36.5,159.05,157.35000000000002,2347.5,2334.5,2373.5,249.675,73.655,89.32499999999999,26.345,212.165,62.585,126.835,37.415000000000006,168.065,49.58,86.23,25.435,84.705,24.985,2.0,0.0,367.0,51.005,2139.0,1680.5,458.5,20.5,41.0,379.0,264.0,115.0,3.5,10.5,33.03,48.045,289.5,384.0,91.0,1470.5,452270.0,166.0,50.295,132.39499999999998,40.025,31.99,9.68,190.75,57.83,123.595,37.345,16.04,4.824999999999999,6.27,0.15,42.5,163.55,159.25,2462.5,2148.0,2724.0,227.16,68.80000000000001,103.22,31.200000000000003,201.615,61.02,128.765,38.98,148.56,44.965,106.435,32.225,75.39,22.81,1,4.0
1.0,9.0,395.0,51.36,1504.0,1224.5,279.5,15.5,26.5,392.5,315.0,77.5,3.5,7.5,32.065,16.985,324.5,322.5,25.5,1547.5,352578.5,108.925,44.79,105.465,43.36,28.91,11.845,145.26999999999998,59.735,88.465,36.35,9.57,3.915,3.770000000000001,0.125,31.0,115.15,113.65,2501.5,2327.5,2579.0,160.97500000000002,66.195,82.325,33.805,163.875,67.38499999999999,79.43,32.614999999999995,121.025,49.755,77.175,31.73,45.105,18.51,0.5,0.5,381.0,51.77,1481.5,1058.0,423.5,13.0,38.0,351.5,193.5,158.0,2.5,14.0,22.71,26.85,311.5,232.0,55.5,1549.0,352956.5,103.85,42.72,106.04,43.57,33.355000000000004,13.71,154.04500000000002,63.355,82.875,34.04,6.33,2.6,6.12,0.115,55.5,115.1,113.7,2623.5,2406.5,2880.5,201.6,82.845,41.655,17.155,158.75,65.245,84.495,34.754999999999995,111.22,45.7,83.91999999999999,34.504999999999995,48.11,19.795,0,-4.0
8.0,7.0,436.0,54.485,2519.0,2099.0,420.0,25.0,38.5,759.0,630.5,128.5,7.5,11.5,42.25,37.33,379.5,347.0,118.5,1500.5,493357.5,162.85000000000002,46.645,148.21499999999995,42.485,37.885,10.865,207.905,59.56,132.62,38.02,8.425,2.41,5.62,0.125,46.0,168.2,166.39999999999998,2538.0,2304.0,2755.0,246.205,70.57499999999999,102.745,29.425,201.06,57.620000000000005,147.89,42.38,141.925,40.68,117.07,33.535,89.955,25.785,0.5,0.5,419.0,52.475,2254.5,1595.5,659.0,19.0,60.0,516.5,324.5,192.0,4.5,16.5,52.18,31.44,185.0,325.0,127.5,1559.0,514345.5,148.17,42.46,155.84,44.7,44.78,12.84,189.38,54.295,142.245,40.785,17.165,4.925,6.07,0.11,54.0,167.65,166.4,2315.0,2139.5,2506.0,248.405,71.215,100.385,28.785,228.41,65.47,120.38,34.53,165.96,47.57,116.605,33.435,66.22999999999999,19.0,0,-2.0
9.0,9.0,357.0,51.775,2131.0,1708.0,423.0,19.5,37.0,318.5,210.5,108.0,2.5,9.5,50.44,35.06,239.0,210.0,42.5,1457.5,477476.5,177.32,50.5,139.46,39.715,34.365,9.785,206.63,58.85,133.59,38.045,10.92,3.11,6.36,0.14,46.5,165.0,164.95,2536.0,2394.5,2669.0,262.95,74.88,88.195,25.12,225.975,64.355,125.17,35.645,172.73,49.19,103.69,29.53,74.725,21.28,0.5,0.0,413.5,52.825,2425.5,1883.0,542.5,24.5,48.5,694.0,522.0,172.0,6.5,15.0,46.575,54.48,329.5,598.5,133.5,1629.5,532494.5,137.36,39.36,149.47,42.815,62.245,17.825,199.52,57.185,134.17000000000002,38.415,15.38,4.4,5.555,0.12,45.5,166.9,164.8,2488.5,2213.5,2784.0,245.22,70.235,103.855,29.765,209.305,59.935,139.77,40.065,162.66,46.585,97.515,27.925,88.895,25.49,1,1.0
7.0,2.0,381.5,54.13,1333.0,1098.0,235.0,14.0,21.5,202.5,110.0,92.5,2.0,8.5,32.254999999999995,24.91,127.5,216.5,67.5,1550.5,306409.5,100.99,47.425,80.92500000000001,37.965,31.205,14.61,125.16,58.74,75.68,35.489999999999995,12.28,5.765,3.885,0.15,26.5,98.2,98.5,2785.0,2578.5,2911.5,170.28,79.9,42.84,20.1,135.655,63.66,77.465,36.34,99.505,46.69,67.68,31.765,45.935,21.55,0.5,0.0,405.0,54.025,1342.0,1139.5,202.5,13.0,18.5,222.0,171.5,50.5,2.0,5.5,33.96,21.12,133.0,169.5,33.5,1552.5,302563.5,90.385,42.835,99.36,47.120000000000005,21.19,10.045,121.83,57.74,80.75999999999999,38.305,8.345,3.955,4.1850000000000005,0.115,35.5,98.25,99.75,2317.0,2075.5,2418.5,146.395,69.39500000000001,64.53999999999999,30.605,135.61,64.285,75.32499999999999,35.715,97.255,46.11,74.705,35.405,38.975,18.49,1,4.0
9.0,8.0,388.0,50.815,2386.0,1910.0,476.0,23.0,37.5,504.0,359.5,144.5,4.5,12.0,35.96,49.985,368.5,335.0,89.5,1473.5,495921.5,192.735,52.55,129.95000000000002,35.425,44.12,12.025,225.71,61.54,133.11,36.29,7.98,2.175,8.245000000000001,0.14,58.5,173.7,171.25,2536.5,2490.0,2625.5,267.24,72.85499999999999,99.56,27.145,222.065,60.54,144.74,39.46,172.58499999999998,47.05,112.815,30.755000000000003,81.41,22.19,1.0,1.0,388.5,49.77,2244.0,1742.5,501.5,22.0,44.5,407.5,230.5,177.0,3.0,15.0,33.465,43.35,142.0,429.0,71.0,1484.5,496215.0,179.84,49.215,144.915,39.67,40.61,11.115,201.475,55.14,146.905,40.205,16.985,4.65,5.119999999999999,0.125,41.0,172.55,173.2,2385.0,2134.5,2679.5,257.935,70.6,107.435,29.4,228.32,62.49,137.05,37.510000000000005,178.125,48.75,96.375,26.38,90.86,24.87,0,-1.0
5.0,7.0,320.0,53.77,1437.5,1138.0,299.5,13.0,27.0,306.0,225.0,81.0,2.5,7.0,20.835,28.775,96.0,174.5,24.5,1354.5,317498.5,155.095,60.4,81.695,31.815,19.995,7.79,153.06,59.605,95.495,37.19,8.23,3.205,5.34,0.14,41.0,117.15,117.45,2369.5,2360.0,2356.0,190.255,74.095,66.53,25.905,177.67000000000002,69.19,79.11500000000001,30.81,139.23000000000002,54.22,69.65,27.125,47.900000000000006,18.66,0.5,0.0,383.5,46.42,1614.5,1313.5,301.0,15.5,27.0,292.0,161.5,130.5,2.5,11.5,33.605000000000004,32.89,174.0,243.0,90.5,1463.0,342393.5,123.98,48.225,106.53,41.41,26.68,10.365,141.85,55.135,106.565,41.45,8.775,3.415,4.395,0.14,34.0,120.95,117.25,2648.5,2374.5,2806.0,186.4,72.455,70.78999999999999,27.545,162.45999999999998,63.18000000000001,94.735,36.82,122.57,47.67,74.37,28.9,60.260000000000005,23.43,1,4.0
8.0,10.0,409.0,49.26,2336.0,1901.5,434.5,22.0,38.5,497.5,385.0,112.5,4.5,10.0,53.075,35.5,548.5,205.5,21.5,1504.5,488380.5,162.62,47.17,137.745,39.93,44.54,12.9,198.145,57.465,134.645,39.025000000000006,12.115,3.51,6.215,0.145,44.0,165.95,164.0,2497.5,2594.5,2501.5,245.765,71.255,99.135,28.745,226.945,65.81,117.955,34.19,162.635,47.16,118.74,34.435,63.525000000000006,18.4,1.0,0.5,367.5,47.035,1969.0,1380.5,588.5,17.5,50.5,539.0,360.0,179.0,4.0,15.0,45.395,31.77,192.5,377.5,39.0,1483.5,481933.0,165.71,48.175,135.435,39.385000000000005,42.93,12.445,203.42,59.21000000000001,132.595,38.465,8.065,2.325,6.84,0.1649999999999999,41.0,166.2,163.1,2213.0,2095.5,2371.0,251.825,73.185,92.25,26.815,205.565,59.76,138.515,40.24,154.685,44.965,99.125,28.81,90.27,26.225,1,3.0
